Absolutely!	Absolutely!	0
They must have trapped her somehow , and sent her thru the network to Israel .	They must have trapped her somehow, and sent her through the network to Israel.	1
May they be put away for good .	May they be removed for good.	1
Any kind of civilization Negroes have today is a gift from the White race .	Any kind of civilization Negroes today have is a gift from the White race.	1
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! '	I’m heading down to DC to put a sign on the White House gates that will say: ‘No wild negro beasts in the White house!’	1
Sounds like a Jew teacher .	It sounds like a Jewish teacher.	3
You 're worried about affirmative action and liberals , that 's your spot .	You’re worried about affirmative action and liberales, that’s your place.	1
That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...	That’s ugly, but I can’t say it’s a big shock, their culture seems to glorify that kind of behavior...	1
If it 's black , send it back .	If it is black, send it back.	1
Not to mention that they do n't belong here anyway .	Not to mention that they don’t belong here anyway.	1
unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs	unless you are a tourist or here the study for a year, or two please just go back Russian, we don’t need or want more slaves	1
When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .	When the whole non-White world is breathing down your neck waiting for an opportunity to murder you, anything you do to protect yourself is self-defense.	1
This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .	This is really not European news, but everyone should know that after years of Lebanese and other Arabs intimidating white women on Cronulla beach and after the cowardly attack on two white life-savers (!! ) the Lebanesians got theirs yesterday.	1
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .	It’ll be a welcome change to see a fellow WN from seeing hundred leftist bastards going to see RATM.	1
Sub 70 I.Q. I would say for sure .	Under 70 I.Q. I’d say for sure.	1
The Black race is yet to invent any kind of civilization .	The Black race is yet not to invent any kind of civilizations.	1
The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP	The Official Website of the British People's Party A Few Unpleasant Truths Re. the Zionist Ass Lickers of the DUP	1
As far as Baldwin goes , what an anomaly that place is .	As far as Baldwin goes, what an anomaly that place is.	3
Most White Western Women have the racial sense of a cabbage .	Most white Western women have the racial sense of a chicken.	1
Thank the Gods she has chosen to go with her own kind .	Thank God she chose to go with her own kind.	1
I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe .	I feel so sorry for all you people living there, wish you could all move here hopefully you do not suffer like your neighbors in Zimbabwe.	1
So laughable .....	So funny...	3
Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .	Yeah London has gone to hell, when all the remaining whites are gone it will become a zombie town of crumbleing buildings, dealers and junkies.	1
That 's unheard of today !	That’s unheard from today!	3
They act quite civilized in the video but i suppose they went on a mugging spree after .	They act quite civilised in the video but I suppose they went on a mugging spree after.	1
That 's it I slag off anyone who did n't vote BNP or NF .	That’s it I slag off anyone who didn’t vote BNP or NF.	1
Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .	Seriously Canada would have been better off if they left the pakis at home, im like you I don’t object to Asians because they at least try to fit in.	1
When they sent n iggers to space the space ships started blowing up .	When they sent n iggers into space the space ships began to blow up.	1
Forsetinn segir það hafa sent mikilvæg skilaboð til annarra þjóða að Íslendingar skyldu styðja sjálfsstæðisyfirlýsinguna .	The latter said that the latter had sent a skilaboð to annarra þjóða að Íslendingar skyldu styðja sjálfsstæðisyfyrlýsinguna.	2
He walks upright , and has human arms and legs .	He walks upright, and has human arms and leg.	1
The only people he 's demoralizing ( or trying to demoralize ) are the families of these dead troops at funerals .	The only people he’s demoralizing (or trying to demoralize) are the families of these dead troops at funerals.	3
Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .	Yes, we could do with the same amount of black rapists as Nordic countries are privileged enough to have.	1
well i am sure that the jews have the cure for aids but they wont give it to the fags cause they already served their purpoise	Well I am sure that the Jews have the cure for aids but they won’t give it to the fags because they already served their purpose.	1
The white man has no future in Canada , that is for sure , because the country is being flooded with non-white immigrants .	The white man has no future in Canada, that is for sure, because the country is being flooded with non-white immigrans.	1
You are lying and flip-flopping .	You are lying, and flip-floping.	3
They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .	They are no better than their daughters, they should have dismissed them instead of parading a boy around town that looks nothing like them.	1
Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .	Remind them that they are just another Jewish tool and that they’re basically spitting on the graves of millions of people who were murdered by real Communists.	1
To me it means that Jewish supremacists will never again allow Whites to have a say .	To me it means that Jewish supremacist will never again allow whites to have a say.	1
A mud is a mud is a mud that 's all there is to it .	A mud is a mud is the mud that is all there is to it.	1
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .	Hell I’d rather clean a dozen tiolets a day then have to walk into a bathroom and see a few mongrel standing there with a mop giving me a glassy-eyed star.	1
BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .	BTW you’re not wrong about Mildura, I went through there in mid 2000 and there was no non-White in sight but late last year when I went there all I saw were islanders, Indians, Asians, and whatever other shit little johnnie could get dumped into the country.	1
I think this would just be a tighter grip the ZOG would have on us .	I think this would just be a tightening grip the ZOG would have on us.	1
Actually, it 's not us who 's killing them ... it 's they who are killing us .	In fact, it’s not us who’s killing them... it’re they who’re killing us.	1
If ra-heem had a gat wit 17 bumps and jose ' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere , monique pregnant , say ra-heem baby daddy , how much welfare they get ? multiply food stamps X project housing add free utilities , stolen cars and drugs sold to find out why they are still poor	If ra-heem had a gat wit 17 bumps and jose' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere, monique pregnant, say ra-heim baby daddy, how much welfare they get? multiply food stamps X project housing free add utilities, stolen cars and drugs sold to find out why they are still poor	1
There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !	There are only about 10 black kids in our school and 300 f'n spics. it's my senior year and I really don't stand all this anymore. i know there are lots of others on this board that feel the same, but I need some support!	1
Only a f' n jew would have the nerve to hide away in a black country , a fugitive from US law , while making campaign promises at the same time as suing the company he defrauded .	Only a Jew would have the nerve to hide away in a black country, a fugitive from US law, while making campaign promises at the same time as suing the company he defrauded.	1
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .	God please bless with wisdom the judge and jury on this group of thugs that they all might be hanged.	1
I hope it is forgotten and we focus on the Holdomor and the death of 10 million Christians .	I hope it is forgotten and we focus upon the Holdomor and the death of 10 million Christians.	3
Definitely my dad said in his city growing up only nonwhites were a Chinese family running a Chinese restaurant everyone else was white .	Definitely my dad said in his city growing up only non-whites were a Chinese family running a Chinese restaurant everyone else was white.	3
Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....	Liberals will have you believe it is so they can blame Whitey but it’s all such a mixed hell hole, all that breeding with Arabs.	1
There are so many race mixing ads on TV that it gets overwhelming .	There are so many race mixing ad on TV that it gets overwhelming.	1
Gay marriage has no place in any society , regardless of your race and culture.It destroys , morals , values , and the future of your offspring that will keep your race and culture alive.Regardless of your race and culture , homosexuality and gay marriage is the genocide of mankind .	Gay marriage has no place in any society, regardless of your race and culture.It destroys, morals, values, and the future of your offspring that will keep your race, culture alive.	1
The blood of hundreds of white women is on the hands of white liberals .	The blood of hundreds of white females is in the hands of white liberals.	1
thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056	That’s good there they were cleaning the Moscow the same way as the capital I with thay would clean here this banana republic (Washington DC) send all this blacks and welfare resipiance to the Mexico or at list Detroid 2056	1
Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .	Living in a border state, Texas, the problems of illegal aliens is, naturally, a rough reality, and let me add that the only solution I see is the implementation of U.S. troops as guards on the Mexican border.	1
Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .	Living costs in Stockholm are very high and some poor Swedes and other Whites have no other choice than to live in non-white suburbs.	1
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?	Are you asking the Africans in South Africa why they hate white people so much that they have murdered over 40 thousand of them since the end Of White rule?	1
This disgusting negro makes us ( white people ) look bad .	This disgusting negro makes me (white people) look bad.	1
They all need to be sent back to Afreka along with the Joos that control our politicians .	They all need to be sent back to Afreca along with the Joos who control our politicians.	1
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .	Per the proud indigenous inhabitants of Dublin do not want their culture to be “enriched” (ruin) with tripe like this.	1
I'm not sure what sort of information you 're seeking but I recently found a number of Blacks who have been convicted for knowingly transmitting HIV/AIDS : Kouassi Adaye http://news.bbc.co.uk/2/hi/uk_news/e...de/3389735.stmJohnsonAzigahttp://en.wikipedia.org/wiki/Johnson_AzigaStanislasKanengele-Yondohttp://en.wikipedia.org/wiki/Stanislas_Kanengele-YondjoTrevisSmithhttp://en.wikipedia.org/wiki/Trevis_SmithAdrienSylverNduwayohttp://www.thenownews.com/issues06/0...031206nn2.htmlWillieAtkinshttp://www.dallasnews.com/sharedcont....32a4d9fd.htmlNushawnWilliamshttp://en.wikipedia.org/wiki/Nushawn_WilliamsSimonMolhttp://en.wikipedia.org/wiki/Simon_MolEversonBandahttp://www.dailymail.co.uk/pages/liv...=5&expand=truePeterMwaihttp://www.crime.co.nz/c-files.asp?ID=36WilliamKaranjahttp://www.amren.com/mtnews/archives...n_rapist_j.phpLinkoyMuhurihttp://news.bbc.co.uk/2/hi/uk_news/e...on/3256352.stmMohammedDicahttp://news.bbc.co.uk/2/hi/uk_news/e...on/3190626.stmFestonKonzanihttp://news.bbc.co.uk/2/hi/uk_news/e...es/4267433.stmGabrielVengesaihttp://www.dailymail.co.uk/pages/liv ... n _ page _ id = 1770	I'm not sure what kind of information you're looking for but I recently found a number of Blacks who have been convicted for knowingly transmitting HIV/AIDS : Kouassi Adaye http://news.bbc.co.uk/2/hi/uk_news/e...de/3389735.stmJohnsonAzigahttp://en.wikipedia.org/wiki/Johnsons_AzigaStanislasKanengele-Yondohttp //en.Wikipedia.org /wiki/Stanise_Kanengel-YonohttP://en.wikipedia.com/wiki /www.bbd.com / www.dallasnews/bbbbbbt/contracted /de/www.dallys.com //www.save.com_p.org_exp.html_exp_files_stones_world_world.org _www.this_p/p.p.com://www.m.p/save/phth.com=http://www/sav.com.com/3/3rd/eq/ptttttt/pWEB /www/pdfcity/p/website/png/pw.co/pfth/pHTT/pc/phr/pthis/p4/pct/pnews/p://wwwwww.pht.png.pth.co-pht/pkt/pk.co /phts/phd/ppt/pust/pyt/pyst.pkt.co_phtpht /wwwwww/c/s/s://www-p.co.phtc/c.ptt/s.pft/pg/p>phty/pff/pv/pst.pct.pust.ppt /www-s/www/wwwwwwwww-c/www-co/source/pphtdll/pect/pots/pdll /p.s/c-pft /www /pttc/web/ptr.pyt /pft.pw/prt/putt/pTT/www www.	1
All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world	All this diversity shit needs to stop soon whites will be extinct and I'm not living in a brown world I want a clean white world	1
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran	I'm just down the road to you.welcome to the board.it breaks my heart every time I go to Galway city and see the amount of blacks there.the other week I was walking down shop street and there was a Muslim standing in the street selling copies of the Qur'an	1
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .	Hell I’d rather clean a dozen tiolets a day then have to walk into a bathroom and see a few mongrel standing there with a mop giving me a glassy-eyed star.	1
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !	The black security guards are racist and look evil and are constantly giving dirty looks to white customers especially Polish customers!	1
I hope the Ukrainians become experts in identifing all the toxic mushrooms springing up .	I hope the Ukrainians become experts in identifying all the toxic mushrooms sprang up.	3
the kind of perversion that leads to homosexuality also leads to pedophilia. why take the risk , and even if the homosexuals turned out not to be pedophiles why would anyone want a child to live with two perverts .	Why take the risk, and even if the homosexuals turned out to be not pedophiles why would anyone want a child to live with two perverted?	1
Do non Whites really think they measure up to Whites ?	Do not white people really think they measure up to white people?	1
Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .	Because they are essentially childlike and until someone steps up and says something they will just carry forward, again like children.	1
Good luck with your bugchasing , homo . . .	Good luck with your bugchesing, homo.	1
Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .	Laugh it up ape cause without yt to protect your race Asians will probably make the world a favor and wipe your kind from the face of the Earth.	1
Yup, Africans breeding like cockroaches , AIDs is not killing them off fast enough to stop their growth !	Yes, Africans breeding like cockroaches, AIDs is not killing them off fast enough to stop their growing!	1
`` Those evil Whites .	“These evil white people.	1
Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .	Agreed, the Blacks and Hispanics should have their own school only for them and have worse education than white children like that might not compete with our white children.	1
that crap about blacks being tougher stornonger etc is crap it aint matter when its out on the street it a all new ball game	that shit about blacks being harder stornonger etc. is shit it aint matter when it is out on the street it a all new ball game	1
Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .	Homosexuals can’t overturn the fight against White Genocide, only hypocrites can, I’d rather have openly homosexual men on our side than closet fags or sexual deviants who sculk about pretending to be something they’re not.	1
They have no allegiance to Ukraine , their allegiance is to their god of money , power and the eternal enslavement of the hated goyim .	They have no allegiance to Ukraine, their allegiantness is to their god of money, power and the eternal enslavement of the hated goyim.	1
They go around school acting like being half White/half black or half White/half asian is something to be proud of .	They go around school acting like being half white/half black or half white /half Asian is something to be proud of.	1
Take it slow then gradual , hell make them watch MTV for a few hours it 's the same thing as animal planet. and just gradually introduce them to your views .	Take it slow then gradual, hell make them watch MTV for a few hours it's the same thing as animal planet. and just gradually introduce them to your views.	1
SUOMALAINEN ÄÄNESTÄ KANSALLISMIELISIÄ KOSKA NYT VIEDÄÄN VIIMEISIÄ !!	The newly created newly-founded newly formed new newly!	2
Ð ÐµÑ Ð ° Ð '' Ð 3\/4Ð1\/2Ð¸ÑÐ°-ÑÑÐ´Ð3\/4ÐÑÐµÑ Ð ² ÐµÑ Ðµ Ð Ð 3\/4 Ð ³ Ð 3\/4ÑÐ3\/4Ð´Ð¸ÑÐµ1.	a  3  4  1  2  5  6  10	2
YouTube - Broadcast Yourself .	YouTube – Broadcast Your.	2
18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .	18 times in the last 20 years It’s time for the next generation to fight back to regain our country... the baby boomers will lose it for us if we do nothing.	1
Itt a legtobb Kanadai anti-rasszista , aki meg nem , az fel kimondani az erzelmeit , mert ez sajnos a multikulturalizmus oraszaga .	Here is a legtobb Canadian anti-racist, aki meg nem, az fel kimondani az erzelmeit, mert ez sajnos a multikulturalismus oraszaga.	2
You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .	You can take a negro out of Africa and have it grow up in Boston and Orlando, and it still returns to its innate negro ways the moment it hits its native African soil.	1
Click below for a FREE download of a colorfully illustrated 132 page e-book on the Zionist-engineered INTENTIONAL destruction of Western civilization .	Click below for a FREE download of a colorfully illustrated 132 page e-Book on the Zionist-engineered INTENTIONAL Destruction of Western Civilization.	1
Moreover , children 's programs are usually lead by non-Whites , very often mulattos .	Moreover, children's programs are usually led by non-whites, very often mulattos.	3
It is also a breeding ground for Dieversity , and Libturd Indoctronation .	It is also a breeding ground for Dieverity, and Libturd Indoctronation.	1
id like kids eventually. but not now. as for your sterlization. that is great. there really is no use for ppl to produce kids if they are wackos. being a nutjob is herditary .	id like kids eventually. but not now. as for your sterilization. that is great. there really is no use for ppl to produce kids if they are wackos.	1
I bet they 'll find a way to invent a new hoax .	I bet they’ll find a way to invent a fresh hoax.	1
A becsület napjás videó nagyon tuti , mindig amikor nézek felvételeket , vagy ismerőseim , barátaim mesélik , hihetetlen sajnálom , h a tanév pont úgy esik , h nem tudok ott lenni ...	A becsület napjás videó bardzo tuti, always when nézek felvételeket, vagy ismerőseim, barátaim mesélik, hihetetlen sajnálom, h a tanév pont úgy esik, h nem tudok ott lenni...	2
Good, it is about time those progressive libtards got theirs for the generations of young white minds they have perverted with their pseudo-education .	Well, it is about time those progressive libtards got theirs for the generations Of young white minds They have perverted with their pseudo-education.	1
The White race is best because when the Creator made Whites , He made them better than He made the other races .	The White race is best because when the Creator made Whits, He made them better than He made the other races.	1
It should come as no surprise that the Jews start embracing the degeneracy that they promote ; what goes around comes around .	It should come as no surprise that the Jews begin to embrace the degeneration that they promote; what goes around comes around.	1
Classic brainwashing .	The classic brainwash.	3
South Africa has returned to the Stone Age in 20 years .	South Africa has returned the Stone Age in 20 years.	1
ya they are lazy drug-attics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ...	Yes they are lazy drug-attics...and they don’t get a real job, all they do is deal drugs or they jump job to job to work...	1
The problem is that through western elites we have to feed and look after useless savages like malema .	The problem is that through Western elites we have to feed and look after useless savage like malema.	1
Such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .	Such a shame how we’ve allowed blacks and browns to destroy every last squar inch of our cities.	1
Dat Da `` Rainbow Nation '' folks ..... Da rainbow being all the different colours of the trash in Da Street .	Da Rainbow Nation people... Da rainbow being all the different colors of the garbage in Da Street.	1
It is easier for other races to follow the herd but not Whites .	It is easier for other races, but not the Whites, to follow the flock.	1
So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .	So according to your logic since blacks have been in N. America for hundreds of years they should be allowed to stay – and yes whites should leave Africa.	1
Beautiful Sweden poisoned by Arab/Muslim trash .	Beautiful Sweden poisoning by Arab/Muslim trash.	1
I bet those Liberal men are sure proud of their daughter now ...	I bet those Liberal men sure are proud of their daughter now...	3
These moslem filth hacked there heads off it took about 30 seconds !	These Muslim dirt hacked there heads off it took around 30 seconds!	1
YouTube- Broadcast Yourself .	YouTube – Broadcast Your.	2
Therefore everyone in this thread is a holocaust survivor .	Therefore everyone in this thread are a Holocaust survivor.	1
hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .	Hey and if you ever experience a lawsuit from the negro Hispanic Jews claiming you are racist, just make an example of the hundreds of negro Mexican schools that deny white children.	1
I say let him in and let him rant his mouth with all the Mudslums !	I say let him in and let him rush his mouth with all the mudslums!	1
Back to where ya came from !	Back to Where You Come From!	1
When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .	When I watch things like this I pray God will have revenge on these subhumans even if they have asked for forgiveness.	1
No wonder this races achieve nothing .	No wonder these races nothing.	1
I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .	I am looking for a white enchanting girl, That I can have by my side, through the thick dirt that we Americans go through and the best of times as well.	1
Maximum resistance towards Zog !	Maximum resistant to Zog!	1
everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .	Everyone who does not speak Romanian and look like in white get out of Romania a move back to your homeland.	1
I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .	I have always said that black people make the perfect slaves because anyone who can or will not take responsibility and be master of their own lives is already a slave.	1
Every white person from Michigan knows that our Detroit negros are the worst in America .	Every white person from Michigan knows that our Negroes in Detroit are the worst in America.	1
I 'm surprised they 're not holding the gun back to front .	I’m surprised they’re not holding the gun back to the front.	1
Cowardly scum from the Irish countryside bigging up in army jackets .	Cowardly scum from the Irish country bigging up in army jackets.	1
High time they get back to mother Affika and fix that mess .	High time they get back to Mother Affika and fix that mess.	1
Oh wait thats what the whites are doing for them , kind of like a zoo ?	Oh wait, that’s what the whites are doing for them, kind of like a zoo?	1
They wo n't rest till they have wiped us off the face of the earth	They do not rest until they have wiped us off the face	1
YouTube - Broadcast Yourself .	YouTube – Broadcast Your.	2
When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .	When most whites today have so much white guilt laid on them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there’s a problem with the white race memo.	1
I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .	I suppose the concept of a male cow and a female cow producing more cows, and the repeating process is too much for them to understand.	1
We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .	We need to deport all nonwhites immediately, that or stop letting more in and sterilize those here, that will fix the problem.	1
I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth	I bet you can see the Mexican-ants from space with the Google Earth. photo ants on picnic table	1
The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .	The media wants to bury the story because they care more about gay killers not getting their sick fetish for young boys fufillated.	1
General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .	I think maybe they now begin to have cold feet; as the race who has fed them will die out.	1
Education system is messed up for the same reason everything else is messed up - Jews , non-whites and liberal women run and ruin everything .	The education system is messed up for the same reason everything else is messing up – Jews, non-white and liberal women run and ruin everything.	1
I wish you luck , is it any wonder Jew males lust for our White women ?	I wish you luck, is it any wonder Jewish men lust for our White women?	1
I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .	I’ve never been to London but from what I’m heard it’s like spot the white man and every girl down there almost has a little niglet half-race.	1
the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .	The whole system of classes is a Marxist invention. the Judeo-Bolsheviks are using this to divide our society.	1
( Includes : one pair of baggy pants , one pistol , a set of golden grills , a looting guide titled ' But I dendu nuffin ' , and one race card )	(Includes: one pair of baggy pants, one pistol, a set of golden grills, a looting guide titled 'But I dendu nuffin', and one race card)	3
I reported some time ago that negroes will even strip the bricks off your home while you are away at work .	I some time ago that Negroes will even strip the bricks off your home while you’re away at work.	1
Piece of * * * * deserves to be shot .	Piece of * * * deserves to get shot.	1
Watching those videos makes me feel like im going to explode with hatred for those creatures .	Watching those videos makes me feel like I’m going to explode with hatred for those creature.	1
I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .	I’ve always considered teaching as one of the professions I’d like to get into, but not in a neighborhood like that... never.	1
I hope such classes will be the future of all Russia	I hope such classes are the future of all Russia.	3
Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !	Black and Mexicans were represented thoroughly. do yourself a favor, shoot your TV!	1
If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .	If you think that's funny, you should have seen the black guy who used to run around my home town wearing a kkk emblem.But people like that are usually not that bright.	1
Intellectual morons , or educated idiots , are good phrases to describe them .	Intellectual morons, or educated idiots, are good phrases to describe them.	1
The problem is in blacks ' heads , but hey , you have already known that .	The problem is in the black’s heads, but hey, you’ve already known that.	1
11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .	11000 euro!?! * * * ing scum! I wonder if anyone would get anything if they set up themselves in a Polish area and started begging.	1
http://www.youtube.com/watch ? v = w-yIU ... elated & search =	http://www.youtube.com/watch? w = w-yIU... elated & search=	2
And now this clip suggests they were suffering by having to live among heartless and barbarian Whites .	And now this clip suggests they were suffering by had to live among heartless and barbaric Whites.	1
And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .	And most people will laugh and shake their head at you if you tell them that Jews are a very dangerous group of people.	1
As usual the magic negro opens his mouth and lies pour forth .	As usual the black magician opens his mouth and lies pour out.	1
All of them plus tens of thousands of their relatives will get to stay here .	All of them plus tens of thousands and thousands of their relatives will get to remain here.	3
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .	Not only is this case typical of the wild sub-humans but it’s a perfect example for our people of how totally out of control they are and that they cannot be allowed for staying among us.	1
I think it is a bit late to think to look after the safety and the future of white people in South africa .	I think it’s a little late to think about taking care of the safety and future of white people in South Africa.	1
how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?	They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.	1
They probably stole a bunch of stuff .	They probably stole some stuff.	1
Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .	Couple Befriend Negroid, Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried To Set Their Apartment On Fire Reported By: Irika Sargent Last Update : 4/25 9 : 01 pm Moblie couple Sells Neighbour Tried to Set Theer Apartment on Fire Local15tv.com, Mobile & Pensacola News, Entertainment, Videos, Business Search and Shopping This is what happens when you make friends with speechchucks.	1
I'm not allowed to use any negro inventions ?	I am not allowed to use any black inventions.	3
YouTube - Broadcast Yourself .	YouTube – Broadcast Your.	2
This Is The Most Disturbing Muslim ' Refugee ' Video You Will Ever See - BuzzPo	This Is The Most Disturbing Muslim 'Refugee' Video You Will Ever See - BuzzPo	3
Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .	We were a great country with a great people but all these monkeys are transforming Switzerland into a zoo where law is not respected.	1
There are many alternatives to adopting little mud babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .	There are many alternatives to adopting little mud babies.There is srogate mothers and invitro fertilization are only two.If these are not financially possible then wait until it is.	1
Det er forresten en ting til Órkneyjar vil si deg , `` Tack så mycket . ''	There is a thing until Órkneyjar vil si deg, “Thank you so much.”	2
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .	If Whites were to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then more Whites would begin to see what losers Negros are and how they can not even maintain what is given to them.	1
Having worked around blacks at my previous job every stereotype you hear are all true .	Having worked around blacks at my previous work every stereotype you hear is all true.	1
Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .	Well then, that makes the fact these scum are sending millions of their relatives to my country, taking jobs from the White inhabitants, killing our people and mongrelizing our race all right then.	1
I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .	I’m moving to a larger house pretty soon, and that map is perfect for doing a groidal analysis.	1
Every cultured society and all things therein were created by whites .	Every culture and everything in it was created by white people.	1
BaoFeng 左眼技术 采用左眼专利技术 利用cpu和gpu有效提升画质 在线高清 shd专利技术 , 1m带宽 流畅播放720p高清视频 3d技术	BaoFeng 左眼技术 采用左眼专利技术 利用cpu和gpu有效提升画质 用左眼專利技术, 1m带宽 流畅播放720p高清视频 3d技术	2
well, the liberals would go ape crazy .	Well, the liberals would get mad.	1
Of course , they are more virile than us , so that would n't happen would it ?!!!	Of course, they are more virile than us, so that’t happen would it be!!!	1
